num_UEs,data_size_KB,total_bandwidth_kHz,mec_capacity_GHz,min_semantic_factor,total_energy,avg_delay,avg_tx_delay,avg_comp_delay,bandwidth_utilization,avg_semantic_factor,num_offloaded,offload_ratio
20.0,100.0,1000.0,12.5,0.29999999999999993,2.27458821346213,0.02249169630555298,0.006692230763740632,0.0065891361873165605,0.99,0.917,3.0,0.14999999999999997
20.0,200.0,1000.0,12.5,0.29999999999999993,4.54917642692426,0.04498339261110596,0.013384461527481264,0.013178272374633121,0.99,0.917,3.0,0.14999999999999997
20.0,300.0,1000.0,12.5,0.29999999999999993,6.823764640386388,0.06747508891665897,0.020076692291221894,0.019767408561949668,0.99,0.917,3.0,0.14999999999999997
20.0,400.0,1000.0,12.5,0.29999999999999993,9.09835285384852,0.08996678522221192,0.026768923054962528,0.026356544749266242,0.99,0.917,3.0,0.14999999999999997
