Generation,Best Energy
1,3.393779398193249
2,3.393779398193249
3,3.393779398193249
4,3.393779398193249
5,3.393779398193249
6,3.2025610837653224
7,3.2025610837653224
8,3.2025610837653224
9,3.2025610837653224
10,3.2025610837653224
11,3.2025610837653224
12,3.2025610837653224
13,3.2025610837653224
14,3.2025610837653224
15,3.2025610837653224
16,3.2025610837653224
17,3.2025610837653224
18,3.2025610837653224
19,3.2025610837653224
20,3.2025610837653224
21,3.2025610837653224
22,3.2025610837653224
23,3.2025610837653224
24,3.2025610837653224
25,3.2025610837653224
26,3.2025610837653224
27,3.2025610837653224
28,3.2025610837653224
29,3.2025610837653224
30,3.2025610837653224
31,2.9568211728290055
32,2.9568211728290055
33,2.9568211728290055
34,2.9568211728290055
35,2.9568211728290055
36,2.9568211728290055
37,2.9568211728290055
38,2.9568211728290055
39,2.9568211728290055
40,2.9568211728290055
41,2.9568211728290055
42,2.9568211728290055
43,2.9568211728290055
44,2.9568211728290055
45,2.9568211728290055
46,2.9568211728290055
47,2.9568211728290055
48,2.9568211728290055
49,2.9568211728290055
50,2.9568211728290055
51,2.9568211728290055
52,2.9568211728290055
53,2.9568211728290055
54,2.9568211728290055
55,2.9568211728290055
56,2.9568211728290055
57,2.9568211728290055
58,2.9568211728290055
59,2.9568211728290055
60,2.9568211728290055
61,2.9568211728290055
62,2.9568211728290055
63,2.9568211728290055
64,2.9568211728290055
65,2.9568211728290055
66,2.9568211728290055
67,2.9568211728290055
68,2.9568211728290055
69,2.9568211728290055
70,2.9568211728290055
71,2.9568211728290055
72,2.9568211728290055
73,2.9568211728290055
74,2.9568211728290055
75,2.9568211728290055
76,2.9568211728290055
77,2.9568211728290055
78,2.9568211728290055
79,2.9568211728290055
80,2.9568211728290055
81,2.9568211728290055
82,2.9568211728290055
83,2.9568211728290055
84,2.9568211728290055
85,2.9568211728290055
86,2.9568211728290055
87,2.9568211728290055
88,2.9568211728290055
89,2.9568211728290055
90,2.9568211728290055
91,2.9568211728290055
92,2.9568211728290055
93,2.9568211728290055
94,2.9568211728290055
95,2.9568211728290055
96,2.9568211728290055
97,2.9568211728290055
98,2.9568211728290055
99,2.9568211728290055
100,2.9568211728290055
101,2.9568211728290055
102,2.9568211728290055
103,2.9568211728290055
104,2.9568211728290055
105,2.9568211728290055
106,2.9568211728290055
107,2.9568211728290055
108,2.9568211728290055
109,2.9568211728290055
110,2.9568211728290055
111,2.9568211728290055
112,2.9568211728290055
113,2.9568211728290055
114,2.9568211728290055
115,2.9568211728290055
116,2.9568211728290055
117,2.9568211728290055
118,2.9568211728290055
119,2.9568211728290055
120,2.9568211728290055
121,2.9568211728290055
122,2.9568211728290055
123,2.9568211728290055
124,2.9568211728290055
125,2.9568211728290055
126,2.9568211728290055
127,2.9568211728290055
128,2.9568211728290055
129,2.9568211728290055
130,2.9568211728290055
131,2.9568211728290055
132,2.9568211728290055
133,2.9568211728290055
134,2.9568211728290055
135,2.9568211728290055
136,2.9568211728290055
137,2.9568211728290055
138,2.9568211728290055
139,2.9568211728290055
140,2.9568211728290055
141,2.9568211728290055
142,2.9568211728290055
143,2.9568211728290055
144,2.9568211728290055
145,2.9568211728290055
146,2.9568211728290055
147,2.9568211728290055
148,2.9568211728290055
149,2.9568211728290055
150,2.9568211728290055
151,2.9568211728290055
152,2.9568211728290055
153,2.9568211728290055
154,2.9568211728290055
155,2.9568211728290055
156,2.9568211728290055
157,2.9568211728290055
158,2.9568211728290055
159,2.9568211728290055
160,2.9568211728290055
161,2.9568211728290055
162,2.9568211728290055
163,2.9568211728290055
164,2.9568211728290055
165,2.8821590463968807
166,2.8821590463968807
167,2.8821590463968807
168,2.8821590463968807
169,2.8821590463968807
170,2.8821590463968807
171,2.8821590463968807
172,2.8821590463968807
173,2.8821590463968807
174,2.8821590463968807
175,2.8821590463968807
176,2.8821590463968807
177,2.8821590463968807
178,2.8821590463968807
179,2.8821590463968807
180,2.8821590463968807
181,2.8821590463968807
182,2.8821590463968807
183,2.8821590463968807
184,2.8821590463968807
185,2.8821590463968807
186,2.8821590463968807
187,2.8821590463968807
188,2.8821590463968807
189,2.8821590463968807
190,2.8821590463968807
191,2.8821590463968807
192,2.8821590463968807
193,2.8821590463968807
194,2.8821590463968807
195,2.8821590463968807
196,2.8821590463968807
197,2.8821590463968807
198,2.8821590463968807
199,2.8821590463968807
200,2.8821590463968807
201,2.8821590463968807
202,2.8821590463968807
203,2.8821590463968807
204,2.8821590463968807
205,2.8821590463968807
206,2.8821590463968807
207,2.8821590463968807
208,2.8821590463968807
209,2.8821590463968807
210,2.8821590463968807
211,2.8821590463968807
212,2.8821590463968807
213,2.8821590463968807
214,2.8821590463968807
215,2.8821590463968807
216,2.8821590463968807
217,2.8821590463968807
218,2.8821590463968807
219,2.8821590463968807
220,2.8821590463968807
221,2.8821590463968807
222,2.8821590463968807
223,2.8821590463968807
224,2.8821590463968807
225,2.8821590463968807
226,2.8821590463968807
227,2.8821590463968807
